id	filename	md5	size	state
987bf132-141e-4999-9871-91da0fc39d80	987bf132-141e-4999-9871-91da0fc39d80/a4317085-8ec6-4ae3-9f94-e9f2b1dff3fe.wxs.aliquot_ensemble_masked.maf.gz	8bf1aff8fcef6ab8b0ab4c7ebb418a97	42739	validated
9a469b91-e045-4b46-b54f-d86041f775b7	9a469b91-e045-4b46-b54f-d86041f775b7/8e60e4a1-7622-4ee7-99e8-03962ed42e77.wxs.aliquot_ensemble_masked.maf.gz	0e8c94d849c0d82f9ee2e7048728fbfc	13450	validated
9f4a274b-ceb0-4804-a129-5f63aa4fd29a	9f4a274b-ceb0-4804-a129-5f63aa4fd29a/56d7c17e-4046-4e8f-a845-a4c5fee02dff.wxs.aliquot_ensemble_masked.maf.gz	162ff70f985f48b6789f03f786309e83	21054	validated
a2e2f07b-1da1-459c-8702-84a031c646d6	a2e2f07b-1da1-459c-8702-84a031c646d6/b8d2e0bf-e63a-47ca-b830-0259ede1e075.wxs.aliquot_ensemble_masked.maf.gz	43ef3d4c9238e206b59bfffca71f4381	22296	validated
a817a745-6ba2-4291-864d-282176bd92d4	a817a745-6ba2-4291-864d-282176bd92d4/e3663341-cf53-4014-91e7-d21cf8bb546f.wxs.aliquot_ensemble_masked.maf.gz	7e5f875e3229603203d801d102f8088f	19450	validated
a88e9fb9-602a-4b23-9056-b3ea65c36d90	a88e9fb9-602a-4b23-9056-b3ea65c36d90/154c5aaf-61c8-4eab-abe2-f316e97d9a76.wxs.aliquot_ensemble_masked.maf.gz	7fdbc9b67499fbecb0648cb1ecea4074	6882	validated
a8ae8ebe-57fd-4c2b-8584-153b4842e827	a8ae8ebe-57fd-4c2b-8584-153b4842e827/63d309a4-5fd4-4a46-848e-e9c0e05596e2.wxs.aliquot_ensemble_masked.maf.gz	d1d664f4420e8a7efecdb10ca9bdc001	13562	validated
ab5239dc-399b-43ae-9058-c73a43f2d72f	ab5239dc-399b-43ae-9058-c73a43f2d72f/3930514a-8a61-45d0-b471-2ce14c57990a.wxs.aliquot_ensemble_masked.maf.gz	de9b21704f22d4ca03a99ab4133eb75a	32531	validated
acc5bd36-4754-4d16-92c4-445b4034d92d	acc5bd36-4754-4d16-92c4-445b4034d92d/06b2de04-134c-4dc2-83af-f30a023f0a64.wxs.aliquot_ensemble_masked.maf.gz	8d9a580b036bcfff111a6567e468f9d1	22432	validated
ad4af434-dc1e-44e0-add5-d223246598f3	ad4af434-dc1e-44e0-add5-d223246598f3/7a36bf9f-9e52-4a68-a55e-205b42610457.wxs.aliquot_ensemble_masked.maf.gz	20fa374fde7a0dbf0409cac3d9ca410d	36544	validated
b2196c9b-9fbe-475e-b382-278436625bee	b2196c9b-9fbe-475e-b382-278436625bee/cc76e070-3fa3-40fc-a4b8-88d1000ecc9c.wxs.aliquot_ensemble_masked.maf.gz	3c783716244e6481712853f863f93c59	9177	validated
b21b87dd-3658-4a81-8b5a-b65b0f80eb44	b21b87dd-3658-4a81-8b5a-b65b0f80eb44/6d5a26b1-212b-4f31-abce-93848cfef5ac.wxs.aliquot_ensemble_masked.maf.gz	48da1446e85034a5597d7f94dd58e203	18907	validated
b21d8232-2149-4875-a60f-d3647e3a0f76	b21d8232-2149-4875-a60f-d3647e3a0f76/09613cff-9259-4768-8362-b2162389d93e.wxs.aliquot_ensemble_masked.maf.gz	4c45c8faeae2879a3e1896838495b013	29781	validated
b3356da9-3016-43ce-9d70-f12c4036c121	b3356da9-3016-43ce-9d70-f12c4036c121/3a3c1eea-4b0d-4084-b93d-973b2cd6989e.wxs.aliquot_ensemble_masked.maf.gz	6acddd85ada044f4e3afc4c62910c927	2945	validated
b388949f-e7e9-405c-8383-934691f0a58f	b388949f-e7e9-405c-8383-934691f0a58f/6aceae3f-2a5b-4298-956d-e74f38729d37.wxs.aliquot_ensemble_masked.maf.gz	79704a0ec758c085b3d91d9b5cd88101	9129	validated
b4395ef6-e037-4b13-997e-9cab0a47327a	b4395ef6-e037-4b13-997e-9cab0a47327a/b8f4914f-73a5-49cf-961b-12426776c4b3.wxs.aliquot_ensemble_masked.maf.gz	ce904395814d2ca63fb44060396b1d16	11065	validated
b6ce95f6-5896-4c5d-a196-500339211dbb	b6ce95f6-5896-4c5d-a196-500339211dbb/2d54d047-d484-4f53-83dd-4995ca45e6b9.wxs.aliquot_ensemble_masked.maf.gz	9276a63683ecb38031c2d36f53f18d50	23449	validated
bab92766-5ac7-411c-b3b4-7073e17446ce	bab92766-5ac7-411c-b3b4-7073e17446ce/7f848e50-4cad-43a9-9d11-035b75de53bc.wxs.aliquot_ensemble_masked.maf.gz	b466191e755f6429ccaf60e543ac61b7	12856	validated
bc9e8bde-fe8b-4042-abdf-f93905957c16	bc9e8bde-fe8b-4042-abdf-f93905957c16/fada1149-7bc5-477c-aef5-28bf73b33322.wxs.aliquot_ensemble_masked.maf.gz	1d13d7d2d682c1d1d677f5a19a50444f	10146	validated
c44259dd-4638-4b2a-ad2b-4371ea63bc34	c44259dd-4638-4b2a-ad2b-4371ea63bc34/9ec3ada2-3e72-4e48-a473-d542b01f3054.wxs.aliquot_ensemble_masked.maf.gz	6ae6f206e2026a3ee3280c7e7f2e0473	9987	validated
c62c2f69-f3cf-4e63-b367-867eb196d8a0	c62c2f69-f3cf-4e63-b367-867eb196d8a0/78147e26-1842-41a2-91fb-94731b3fba33.wxs.aliquot_ensemble_masked.maf.gz	7669e9831162fd4253c771af3cfe9816	12093	validated
cd1c2d4d-7e47-4401-b227-b18a8e212fe4	cd1c2d4d-7e47-4401-b227-b18a8e212fe4/7b021f55-bdf4-4fdf-925b-d3eab518eeaf.wxs.aliquot_ensemble_masked.maf.gz	1f3e9a6285132a4931f6557b884a0617	11429	validated
cf3d490f-c501-4929-8532-55da37914368	cf3d490f-c501-4929-8532-55da37914368/88ea2912-f6a6-4f04-805f-0bf36c832733.wxs.aliquot_ensemble_masked.maf.gz	e610fdab552510339fe2df659c1835c7	14277	validated
d0a19275-de58-4ecb-833a-c63046fc4bcc	d0a19275-de58-4ecb-833a-c63046fc4bcc/3117d62c-ee1c-4295-b6d5-256654618ccb.wxs.aliquot_ensemble_masked.maf.gz	ec3331e11e0f3709971fc8b028e84e44	16360	validated
d2c9173c-e0d2-4f34-b287-594754c0997b	d2c9173c-e0d2-4f34-b287-594754c0997b/d7673ab9-04b3-4dbd-b37b-5f6ae23f5310.wxs.aliquot_ensemble_masked.maf.gz	406f4660ee661ce83beebb47e843cc92	16092	validated
edeeb8fa-6347-4f3e-9de2-baddaf374a30	edeeb8fa-6347-4f3e-9de2-baddaf374a30/3e0e1890-d91e-4b3c-8abe-5bf972ea4a29.wxs.aliquot_ensemble_masked.maf.gz	b9106ebc4756d34b05f6f7736e36bee7	12121	validated
ef38679f-7d95-4e60-9d33-d098fc817e7c	ef38679f-7d95-4e60-9d33-d098fc817e7c/f42fe061-4f6e-4a79-b0e5-8d5c32f819ac.wxs.aliquot_ensemble_masked.maf.gz	824a2878d58720b8cb649128ce0a2f4d	3476	validated
f0dfb034-5c19-43dc-92cb-8caceedf693e	f0dfb034-5c19-43dc-92cb-8caceedf693e/b60ea247-3a6f-4854-ac83-6e5dcb69a192.wxs.aliquot_ensemble_masked.maf.gz	6c28f4b0a8a70d7cd01825f7d544af8f	8837	validated
f441bced-372e-4d9c-b2d3-69248612d518	f441bced-372e-4d9c-b2d3-69248612d518/6e12457f-bbec-4443-8755-64e155332fd2.wxs.aliquot_ensemble_masked.maf.gz	da5a59b81dff354ad3facdb24f6db254	7947	validated
f6559c54-672a-4977-8edf-52c39e119659	f6559c54-672a-4977-8edf-52c39e119659/31f4f95c-d466-44e8-859b-e005ebfff650.wxs.aliquot_ensemble_masked.maf.gz	3485d8f1d28274ad8e16bd8d02f02445	5462	validated
f68c6c76-40b2-472c-9fe5-ec1bed51ccaf	f68c6c76-40b2-472c-9fe5-ec1bed51ccaf/ed6a67ef-9481-4c93-aa39-b7d03e796266.wxs.aliquot_ensemble_masked.maf.gz	633acc4f9ca81acf756bd57dca6b19e8	14362	validated
f950f59a-9137-4bb2-9841-b4630fdf5dfe	f950f59a-9137-4bb2-9841-b4630fdf5dfe/ee30699f-a02e-470b-8801-1503a6b3e59c.wxs.aliquot_ensemble_masked.maf.gz	2636bcec56a6100ba997c61c9d7158e9	10985	validated
fa995f07-ab38-4774-bcc1-c8997b44c589	fa995f07-ab38-4774-bcc1-c8997b44c589/273bb4a8-4c4a-4380-b2e3-9ffa2db12171.wxs.aliquot_ensemble_masked.maf.gz	d4c9b89e70fbac88f177e7128ea7f328	12337	validated
fb40eabb-8ede-49a1-af1c-538fd1be96f9	fb40eabb-8ede-49a1-af1c-538fd1be96f9/b4169a00-b2b1-4259-9a84-946311db74e9.wxs.aliquot_ensemble_masked.maf.gz	04df80d4301905cc7ecf722631d05037	11234	validated
fe00ac90-86cd-4c99-8e77-ff5bd37ab647	fe00ac90-86cd-4c99-8e77-ff5bd37ab647/9d03fbd7-f065-4ed3-a992-8e1871508ddf.wxs.aliquot_ensemble_masked.maf.gz	d9f92d949aaeb59217b6dbafaf87f6d3	9921	validated
fe0c72e5-9fd4-42db-a845-49e931b6024f	fe0c72e5-9fd4-42db-a845-49e931b6024f/e7213299-234e-4530-8085-7faa6068579e.wxs.aliquot_ensemble_masked.maf.gz	7c0182ffd06c48fb36c6c5790515206f	7838	validated
\N	4a52d26d-8272-44bb-8518-613fa81877dc/annotations.txt	8be256969d60f4b73043ba75c2c63398	494	\N
